,year,month,tmax,tmin,af,rain,sun,station
9082,1985.0,11.0,7.5,0.7,11.0,122.0,85.6,dunstaffnage
9083,1985.0,12.0,7.8,3.6,5.0,191.2,85.6,dunstaffnage
9084,1986.0,1.0,6.2,0.8,9.0,179.2,85.6,dunstaffnage
9085,1986.0,2.0,4.2,-1.4,17.0,3.8,85.6,dunstaffnage
9086,1986.0,3.0,8.0,2.5,4.0,213.0,100.7,dunstaffnage
9087,1986.0,4.0,9.2,1.7,10.0,70.8,154.0,dunstaffnage
9088,1986.0,5.0,12.4,7.0,0.0,199.3,104.8,dunstaffnage
9089,1986.0,6.0,17.9,9.1,0.0,45.2,186.6,dunstaffnage
9090,1986.0,7.0,15.8,10.5,0.0,81.0,87.4,dunstaffnage
9091,1986.0,8.0,16.2,8.6,0.0,102.5,160.2,dunstaffnage
9092,1986.0,9.0,14.4,7.4,0.0,51.8,137.7,dunstaffnage
9093,1986.0,10.0,12.5,7.9,0.0,208.6,64.7,dunstaffnage
9094,1986.0,11.0,10.1,4.8,3.0,217.23783432367514,28.5,dunstaffnage
9095,1986.0,12.0,7.5,2.9,2.0,217.23783432367514,15.6,dunstaffnage
9096,1987.0,1.0,5.0,0.0,13.0,80.3,50.5,dunstaffnage
9097,1987.0,2.0,7.4,1.1,11.0,86.4,68.0,dunstaffnage
9098,1987.0,3.0,7.1,1.4,8.0,180.9,109.4,dunstaffnage
9099,1987.0,4.0,12.5,5.3,1.0,49.0,114.4,dunstaffnage
9100,1987.0,5.0,13.7,6.1,0.0,83.2,208.6,dunstaffnage
9101,1987.0,6.0,15.0,8.0,0.0,62.8,170.8,dunstaffnage
9102,1987.0,7.0,17.6,11.3,0.0,98.1,115.7,dunstaffnage
9103,1987.0,8.0,16.8,10.0,0.0,144.3,142.7,dunstaffnage
9104,1987.0,9.0,15.2,9.3,0.0,217.23783432367514,132.9,dunstaffnage
9105,1987.0,10.0,11.5,5.6,0.0,204.4,88.0,dunstaffnage
9106,1987.0,11.0,8.8,5.0,2.0,115.5,40.1,dunstaffnage
9107,1987.0,12.0,8.4,3.3,11.0,178.2,46.1,dunstaffnage
9108,1988.0,1.0,6.9,2.2,4.0,217.23783432367514,35.8,dunstaffnage
9109,1988.0,2.0,7.3,2.6,3.0,154.7,48.1,dunstaffnage
9110,1988.0,3.0,8.0,2.8,5.0,201.7,78.0,dunstaffnage
9111,1988.0,4.0,11.4,4.7,2.0,72.7,151.6,dunstaffnage
9112,1988.0,5.0,15.6,7.1,1.0,43.8,192.7,dunstaffnage
9113,1988.0,6.0,17.7,9.7,0.0,29.1,201.1,dunstaffnage
9114,1988.0,7.0,15.9,10.5,0.0,217.23783432367514,87.4,dunstaffnage
9115,1988.0,8.0,16.5,10.9,0.0,206.3,93.2,dunstaffnage
9116,1988.0,9.0,14.6,10.1,0.0,189.7,69.9,dunstaffnage
9117,1988.0,10.0,12.5,7.5,0.0,147.3,62.0,dunstaffnage
9118,1988.0,11.0,9.3,4.2,3.0,142.0,46.1,dunstaffnage
9119,1988.0,12.0,9.9,5.9,0.0,172.1,9.6,dunstaffnage
9120,1989.0,1.0,9.7,5.2,0.0,217.23783432367514,25.0,dunstaffnage
9121,1989.0,2.0,8.1,2.6,3.0,217.23783432367514,52.8,dunstaffnage
9122,1989.0,3.0,9.0,3.0,4.0,205.8,82.9,dunstaffnage
9123,1989.0,4.0,9.8,3.0,5.0,58.2,137.1,dunstaffnage
9124,1989.0,5.0,14.6,6.8,0.0,38.6,236.0,dunstaffnage
9125,1989.0,6.0,16.1,8.4,0.0,68.8,206.0,dunstaffnage
9126,1989.0,7.0,19.7,11.1,0.0,52.1,226.2,dunstaffnage
9127,1989.0,8.0,16.4,11.4,0.0,217.23783432367514,97.1,dunstaffnage
9128,1989.0,9.0,15.5,8.8,0.0,137.2,115.9,dunstaffnage
9129,1989.0,10.0,13.1,8.2,0.0,217.23783432367514,57.6,dunstaffnage
9130,1989.0,11.0,9.4,4.1,4.0,83.2,72.7,dunstaffnage
9131,1989.0,12.0,7.0,1.4,8.0,97.3,72.7,dunstaffnage
9132,1990.0,1.0,8.6,4.0,2.0,217.23783432367514,19.9,dunstaffnage
9133,1990.0,2.0,8.1,3.0,1.0,217.23783432367514,30.7,dunstaffnage
9134,1990.0,3.0,9.7,5.0,1.0,217.23783432367514,55.4,dunstaffnage
9135,1990.0,4.0,10.6,4.0,2.0,124.2,140.0,dunstaffnage
9136,1990.0,5.0,16.0,6.7,0.0,38.8,238.2,dunstaffnage
9137,1990.0,6.0,15.6,9.3,0.0,115.8,155.5,dunstaffnage
9138,1990.0,7.0,15.6,9.3,0.0,75.5,155.5,dunstaffnage
9139,1990.0,8.0,17.3,11.9,0.0,123.2,92.4,dunstaffnage
9140,1990.0,9.0,14.4,8.5,0.0,181.9,86.3,dunstaffnage
9141,1990.0,10.0,12.9,8.4,0.0,217.23783432367514,67.0,dunstaffnage
9142,1990.0,11.0,9.2,3.9,5.0,64.1,72.8,dunstaffnage
9143,1990.0,12.0,7.9,2.8,4.0,217.23783432367514,30.7,dunstaffnage
9144,1991.0,1.0,6.2,1.4,7.0,177.8,48.7,dunstaffnage
9145,1991.0,2.0,6.1,0.4,13.0,64.5,84.3,dunstaffnage
9146,1991.0,3.0,10.3,3.9,1.0,149.9,79.6,dunstaffnage
9147,1991.0,4.0,10.8,4.8,1.0,148.6,149.4,dunstaffnage
9148,1991.0,5.0,13.8,6.9,0.0,35.4,165.3,dunstaffnage
9149,1991.0,6.0,14.8,7.6,0.0,98.0,165.7,dunstaffnage
9150,1991.0,7.0,19.7,12.3,0.0,101.4,161.6,dunstaffnage
9151,1991.0,8.0,18.1,12.1,0.0,81.5,121.7,dunstaffnage
9152,1991.0,9.0,16.6,9.0,0.0,159.0,149.2,dunstaffnage
9153,1991.0,10.0,12.4,6.7,0.0,174.7,70.0,dunstaffnage
9154,1991.0,11.0,9.4,4.3,4.0,217.23783432367514,44.7,dunstaffnage
9155,1991.0,12.0,8.7,3.8,1.0,196.2,15.8,dunstaffnage
9156,1992.0,1.0,7.8,2.6,8.0,217.23783432367514,45.3,dunstaffnage
9157,1992.0,2.0,8.5,3.7,4.0,217.23783432367514,42.4,dunstaffnage
9158,1992.0,3.0,9.0,4.3,1.0,217.23783432367514,58.1,dunstaffnage
9159,1992.0,4.0,10.5,5.0,0.0,127.4,84.8,dunstaffnage
9160,1992.0,5.0,16.6,8.0,0.0,88.6,215.9,dunstaffnage
9161,1992.0,6.0,17.8,10.5,0.0,36.5,158.7,dunstaffnage
9162,1992.0,7.0,16.7,10.8,0.0,104.2,96.2,dunstaffnage
9163,1992.0,8.0,16.1,10.4,0.0,217.23783432367514,110.5,dunstaffnage
9164,1992.0,9.0,14.5,8.5,0.0,150.8,62.3,dunstaffnage
9165,1992.0,10.0,10.9,4.2,1.0,134.3,114.5,dunstaffnage
9166,1992.0,11.0,9.5,4.0,0.0,217.23783432367514,27.4,dunstaffnage
9167,1992.0,12.0,6.8,2.3,6.0,194.8,23.7,dunstaffnage
9168,1993.0,1.0,8.1,2.3,3.0,217.23783432367514,17.1,dunstaffnage
9169,1993.0,2.0,8.4,4.4,2.0,100.1,29.5,dunstaffnage
9170,1993.0,3.0,9.2,3.0,6.0,152.4,91.8,dunstaffnage
9171,1993.0,4.0,11.6,5.2,0.0,117.7,107.6,dunstaffnage
9172,1993.0,5.0,14.6,6.6,1.0,66.4,107.6,dunstaffnage
9173,1993.0,6.0,16.5,10.0,0.0,65.5,111.0,dunstaffnage
9174,1993.0,7.0,15.3,10.0,0.0,107.2,86.3,dunstaffnage
9175,1993.0,8.0,15.8,9.6,0.0,79.2,120.5,dunstaffnage
9176,1993.0,9.0,15.4,8.0,0.0,35.4,116.0,dunstaffnage
9177,1993.0,10.0,11.1,5.0,2.0,28.9,105.8,dunstaffnage
9178,1993.0,11.0,8.2,3.3,4.0,120.7,63.2,dunstaffnage
9179,1993.0,12.0,6.6,1.6,7.0,217.23783432367514,25.8,dunstaffnage
9180,1994.0,1.0,7.0,2.0,6.0,217.23783432367514,22.9,dunstaffnage
9181,1994.0,2.0,5.8,1.2,6.0,63.8,57.3,dunstaffnage
9182,1994.0,3.0,8.1,2.7,0.0,217.23783432367514,60.4,dunstaffnage
9183,1994.0,4.0,10.3,3.6,1.0,174.2,135.2,dunstaffnage
9184,1994.0,5.0,14.5,5.8,1.0,45.9,211.9,dunstaffnage
9185,1994.0,6.0,14.1,8.9,0.0,162.3,75.0,dunstaffnage
9186,1994.0,7.0,18.4,11.2,0.0,84.5,134.6,dunstaffnage
9187,1994.0,8.0,17.0,10.1,0.0,133.5,146.9,dunstaffnage
9188,1994.0,9.0,14.7,8.2,0.0,100.0,108.9,dunstaffnage
9189,1994.0,10.0,12.2,6.7,0.0,126.4,63.8,dunstaffnage
9190,1994.0,11.0,11.8,7.9,0.0,137.3,24.7,dunstaffnage
9191,1994.0,12.0,8.7,3.6,5.0,217.23783432367514,25.8,dunstaffnage
9192,1995.0,1.0,6.9,1.2,9.0,217.23783432367514,41.7,dunstaffnage
9193,1995.0,2.0,7.5,2.3,5.0,217.1,50.4,dunstaffnage
9194,1995.0,3.0,6.8,1.5,6.0,187.6,79.6,dunstaffnage
9195,1995.0,4.0,10.6,4.2,3.0,45.7,137.3,dunstaffnage
9196,1995.0,5.0,13.7,6.5,3.0,66.4,168.3,dunstaffnage
9197,1995.0,6.0,17.5,9.1,0.0,35.9,270.9,dunstaffnage
9198,1995.0,7.0,19.3,12.3,0.0,107.9,149.6,dunstaffnage
9199,1995.0,8.0,21.2,12.4,0.0,26.5,248.2,dunstaffnage
9200,1995.0,9.0,16.1,9.0,0.0,142.2,104.1,dunstaffnage
9201,1995.0,10.0,14.5,9.2,0.0,217.23783432367514,69.2,dunstaffnage
9202,1995.0,11.0,10.6,5.2,2.0,130.4,54.8,dunstaffnage
9203,1995.0,12.0,10.6,5.2,2.0,130.4,57.0,dunstaffnage
9204,1996.0,1.0,10.6,5.2,2.0,78.0,10.9,dunstaffnage
9205,1996.0,2.0,6.5,0.8,9.0,149.4,78.3,dunstaffnage
9206,1996.0,3.0,8.0,2.2,6.0,149.4,86.8,dunstaffnage
9207,1996.0,4.0,11.3,5.4,1.0,125.4,109.2,dunstaffnage
9208,1996.0,5.0,12.7,5.0,2.0,95.6,175.2,dunstaffnage
9209,1996.0,6.0,16.1,8.4,0.0,114.2,225.6,dunstaffnage
9210,1996.0,7.0,16.6,10.6,0.0,98.7,141.1,dunstaffnage
9211,1996.0,8.0,18.1,11.6,0.0,44.3,120.9,dunstaffnage
9212,1996.0,9.0,17.2,9.9,0.0,75.6,140.1,dunstaffnage
9213,1996.0,10.0,13.7,8.8,0.0,217.23783432367514,60.8,dunstaffnage
9214,1996.0,11.0,8.5,3.1,7.0,194.6,66.9,dunstaffnage
9215,1996.0,12.0,7.0,1.7,13.0,71.6,49.9,dunstaffnage
9216,1997.0,1.0,6.8,1.5,14.0,93.0,28.5,dunstaffnage
9217,1997.0,2.0,8.6,3.0,1.0,217.23783432367514,45.4,dunstaffnage
9218,1997.0,3.0,10.3,5.0,1.0,155.4,88.0,dunstaffnage
9219,1997.0,4.0,12.0,5.8,2.0,93.6,94.2,dunstaffnage
9220,1997.0,5.0,15.5,6.9,1.0,76.4,212.0,dunstaffnage
9221,1997.0,6.0,16.9,9.0,0.0,27.6,199.5,dunstaffnage
9222,1997.0,7.0,18.6,11.8,0.0,104.0,136.4,dunstaffnage
9223,1997.0,8.0,20.4,12.7,0.0,50.3,180.7,dunstaffnage
9224,1997.0,9.0,15.6,9.2,0.0,167.7,118.2,dunstaffnage
9225,1997.0,10.0,12.8,7.0,0.0,109.1,104.2,dunstaffnage
9226,1997.0,11.0,12.8,7.0,0.0,89.4,28.2,dunstaffnage
9227,1997.0,12.0,8.9,3.8,4.0,89.4,32.9,dunstaffnage
9228,1998.0,1.0,8.0,2.6,6.0,89.4,29.1,dunstaffnage
9229,1998.0,2.0,9.9,6.3,0.0,89.4,27.2,dunstaffnage
9230,1998.0,3.0,9.6,4.5,5.0,109.0,54.9,dunstaffnage
9231,1998.0,4.0,10.5,4.3,2.0,109.0,150.0,dunstaffnage
9232,1998.0,5.0,14.9,8.0,0.0,109.0,156.6,dunstaffnage
9233,1998.0,6.0,16.1,8.7,0.0,148.9,167.4,dunstaffnage
9234,1998.0,7.0,16.6,11.2,0.0,188.0,111.3,dunstaffnage
9235,1998.0,8.0,16.8,11.4,0.0,188.0,108.5,dunstaffnage
9236,1998.0,9.0,17.3,10.7,0.0,98.9,100.5,dunstaffnage
9237,1998.0,10.0,12.1,6.6,0.0,217.23783432367514,104.8,dunstaffnage
9238,1998.0,11.0,9.7,4.2,2.0,217.23783432367514,59.1,dunstaffnage
9239,1998.0,12.0,9.5,4.0,5.0,217.23783432367514,27.0,dunstaffnage
9240,1999.0,1.0,7.4,2.7,4.0,217.23783432367514,32.2,dunstaffnage
9241,1999.0,2.0,7.5,2.7,2.0,152.9,61.9,dunstaffnage
9242,1999.0,3.0,9.4,3.8,2.0,159.3,96.4,dunstaffnage
9243,1999.0,4.0,12.1,5.7,1.0,114.9,137.1,dunstaffnage
9244,1999.0,5.0,15.2,8.0,0.0,114.9,158.7,dunstaffnage
9245,1999.0,6.0,15.8,8.7,0.0,132.7,131.4,dunstaffnage
9246,1999.0,7.0,18.4,11.5,0.0,94.1,166.2,dunstaffnage
9247,1999.0,8.0,19.1,10.9,0.0,88.8,150.7,dunstaffnage
9248,1999.0,9.0,17.3,11.1,0.0,217.23783432367514,83.7,dunstaffnage
9249,1999.0,10.0,13.5,8.8,0.0,146.0,66.0,dunstaffnage
9250,1999.0,11.0,10.2,4.5,3.0,217.23783432367514,46.8,dunstaffnage
9251,1999.0,12.0,7.2,2.0,5.0,217.23783432367514,32.2,dunstaffnage
9252,2000.0,1.0,8.3,3.2,6.0,217.23783432367514,49.0,dunstaffnage
9253,2000.0,2.0,8.4,3.3,1.0,217.23783432367514,46.7,dunstaffnage
9254,2000.0,3.0,9.8,4.7,3.0,106.8,75.6,dunstaffnage
9255,2000.0,4.0,11.3,3.8,4.0,31.8,136.5,dunstaffnage
9256,2000.0,5.0,16.7,6.7,0.0,50.0,270.6,dunstaffnage
9257,2000.0,6.0,16.4,9.6,0.0,92.2,142.8,dunstaffnage
9258,2000.0,7.0,19.3,10.7,0.0,61.8,151.0,dunstaffnage
9259,2000.0,8.0,19.1,11.5,0.0,107.0,153.8,dunstaffnage
9260,2000.0,9.0,16.5,10.9,0.0,195.4,87.9,dunstaffnage
9261,2000.0,10.0,12.9,7.8,0.0,217.23783432367514,76.6,dunstaffnage
9262,2000.0,11.0,9.4,4.6,1.0,136.0,48.3,dunstaffnage
9263,2000.0,12.0,8.0,3.0,10.0,191.2,38.8,dunstaffnage
9264,2001.0,1.0,6.5,0.6,13.0,145.0,62.0,dunstaffnage
9265,2001.0,2.0,7.3,2.0,6.0,64.6,82.0,dunstaffnage
9266,2001.0,3.0,9.4,2.5,10.0,73.6,121.8,dunstaffnage
9267,2001.0,4.0,12.0,4.9,1.0,57.8,130.2,dunstaffnage
9268,2001.0,5.0,16.6,7.7,0.0,37.4,224.8,dunstaffnage
9269,2001.0,6.0,15.7,9.0,0.0,124.0,118.5,dunstaffnage
9270,2001.0,7.0,17.6,11.4,0.0,123.0,116.9,dunstaffnage
9271,2001.0,8.0,17.9,11.4,0.0,163.6,136.7,dunstaffnage
9272,2001.0,9.0,16.1,9.7,0.0,107.2,99.3,dunstaffnage
9273,2001.0,10.0,14.9,10.3,0.0,217.23783432367514,50.5,dunstaffnage
9274,2001.0,11.0,10.9,5.7,3.0,167.8,29.4,dunstaffnage
9275,2001.0,12.0,8.2,1.9,8.0,92.4,59.2,dunstaffnage
9276,2002.0,1.0,9.5,5.1,2.0,217.23783432367514,59.2,dunstaffnage
9277,2002.0,2.0,8.6,3.5,1.0,213.8,59.2,dunstaffnage
9278,2002.0,3.0,10.4,4.4,2.0,128.4,59.2,dunstaffnage
9279,2002.0,4.0,12.3,5.7,2.0,103.2,59.2,dunstaffnage
9280,2002.0,5.0,15.2,7.7,0.0,109.6,59.2,dunstaffnage
9281,2002.0,6.0,16.3,10.7,0.0,170.6,59.2,dunstaffnage
9282,2002.0,7.0,16.9,10.8,0.0,123.8,59.2,dunstaffnage
9283,2002.0,8.0,18.8,12.0,0.0,94.4,59.2,dunstaffnage
9284,2002.0,9.0,17.4,10.0,0.0,62.6,59.2,dunstaffnage
9285,2002.0,10.0,11.8,6.3,2.0,127.4,59.2,dunstaffnage
9286,2002.0,11.0,10.5,6.6,1.0,153.2,59.2,dunstaffnage
9287,2002.0,12.0,7.9,3.6,7.0,42.0,59.2,dunstaffnage
9288,2003.0,1.0,7.6,2.2,10.0,156.6,59.2,dunstaffnage
9289,2003.0,2.0,8.1,2.2,8.0,57.0,59.2,dunstaffnage
9290,2003.0,3.0,11.4,3.8,2.0,99.2,59.2,dunstaffnage
9291,2003.0,4.0,14.4,6.1,1.0,32.2,59.2,dunstaffnage
9292,2003.0,5.0,13.9,7.7,0.0,152.0,59.2,dunstaffnage
9293,2003.0,6.0,17.6,11.0,0.0,111.2,59.2,dunstaffnage
9294,2003.0,7.0,19.8,12.7,0.0,91.8,59.2,dunstaffnage
9295,2003.0,8.0,20.0,11.7,0.0,48.4,59.2,dunstaffnage
9296,2003.0,9.0,16.5,9.5,0.0,98.0,59.2,dunstaffnage
9297,2003.0,10.0,12.4,5.7,2.0,69.4,59.2,dunstaffnage
9298,2003.0,11.0,12.4,5.7,2.0,69.4,59.2,dunstaffnage
9299,2003.0,12.0,8.2,2.4,9.0,162.0,59.2,dunstaffnage
9300,2004.0,1.0,7.9,3.1,5.0,217.23783432367514,59.2,dunstaffnage
9301,2004.0,2.0,8.2,1.8,11.0,95.2,59.2,dunstaffnage
9302,2004.0,3.0,9.8,3.5,4.0,133.8,59.2,dunstaffnage
9303,2004.0,4.0,12.1,6.2,0.0,131.6,59.2,dunstaffnage
9304,2004.0,5.0,12.1,6.2,0.0,70.8,59.2,dunstaffnage
9305,2004.0,6.0,16.0,10.1,0.0,144.9,59.2,dunstaffnage
9306,2004.0,7.0,17.6,10.7,0.0,92.6,59.2,dunstaffnage
9307,2004.0,8.0,19.6,12.6,0.0,182.4,59.2,dunstaffnage
9308,2004.0,9.0,19.6,12.6,0.0,213.0,59.2,dunstaffnage
9309,2004.0,10.0,19.6,12.6,0.0,213.0,59.2,dunstaffnage
9310,2004.0,11.0,10.4,6.3,2.0,107.4,59.2,dunstaffnage
9311,2004.0,12.0,9.3,3.9,3.0,217.23783432367514,59.2,dunstaffnage
9312,2005.0,1.0,9.3,3.9,3.0,217.23783432367514,59.2,dunstaffnage
9313,2005.0,2.0,7.5,2.5,7.0,117.2,59.2,dunstaffnage
9314,2005.0,3.0,10.4,4.4,2.0,123.6,59.2,dunstaffnage
9315,2005.0,4.0,11.8,5.6,0.0,99.2,59.2,dunstaffnage
9316,2005.0,5.0,13.6,6.0,1.0,94.6,59.2,dunstaffnage
9317,2005.0,6.0,16.9,10.1,0.0,133.7,59.2,dunstaffnage
9318,2005.0,7.0,18.0,10.9,0.0,48.0,59.2,dunstaffnage
9319,2005.0,8.0,17.7,10.9,0.0,175.4,59.2,dunstaffnage
9320,2005.0,9.0,16.4,11.1,0.0,175.7,59.2,dunstaffnage
9321,2005.0,10.0,16.4,11.1,0.0,175.7,59.2,dunstaffnage
9322,2005.0,11.0,9.6,4.3,4.0,162.6,59.2,dunstaffnage
9323,2005.0,12.0,8.1,3.2,8.0,101.6,59.2,dunstaffnage
9324,2006.0,1.0,7.6,2.7,7.0,129.8,59.2,dunstaffnage
9325,2006.0,2.0,7.9,1.8,12.0,112.0,59.2,dunstaffnage
9326,2006.0,3.0,7.9,1.9,10.0,77.8,59.2,dunstaffnage
9327,2006.0,4.0,10.8,3.5,2.0,119.2,59.2,dunstaffnage
9328,2006.0,5.0,14.8,7.1,0.0,142.6,59.2,dunstaffnage
9329,2006.0,6.0,17.5,10.0,0.0,92.4,59.2,dunstaffnage
9330,2006.0,7.0,20.4,12.3,0.0,95.8,59.2,dunstaffnage
9331,2006.0,8.0,17.6,11.2,0.0,108.8,59.2,dunstaffnage
9332,2006.0,9.0,17.6,11.6,0.0,205.2,59.2,dunstaffnage
9333,2006.0,10.0,14.5,9.1,0.0,205.2,59.2,dunstaffnage
9334,2006.0,11.0,10.4,5.6,0.0,217.23783432367514,59.2,dunstaffnage
9335,2006.0,12.0,8.6,4.6,1.0,217.23783432367514,59.2,dunstaffnage
9336,2007.0,1.0,8.9,4.1,3.0,217.23783432367514,59.2,dunstaffnage
9337,2007.0,2.0,8.4,3.7,4.0,113.8,59.2,dunstaffnage
9338,2007.0,3.0,10.2,3.6,3.0,157.2,59.2,dunstaffnage
9339,2007.0,4.0,14.1,6.4,1.0,66.4,59.2,dunstaffnage
9340,2007.0,5.0,14.0,6.7,0.0,121.8,59.2,dunstaffnage
9341,2007.0,6.0,17.5,10.5,0.0,101.0,59.2,dunstaffnage
9342,2007.0,7.0,17.3,11.0,0.0,89.2,59.2,dunstaffnage
9343,2007.0,8.0,16.8,10.9,0.0,139.0,59.2,dunstaffnage
9344,2007.0,9.0,14.8,9.8,0.0,110.0,59.2,dunstaffnage
9345,2007.0,10.0,14.0,8.4,0.0,165.9,59.2,dunstaffnage
9346,2007.0,11.0,10.6,5.8,3.0,170.0,59.2,dunstaffnage
9347,2007.0,12.0,8.6,3.2,5.0,152.0,59.2,dunstaffnage
9348,2008.0,1.0,8.6,3.2,5.0,152.0,59.2,dunstaffnage
9349,2008.0,2.0,8.6,3.2,5.0,152.0,59.2,dunstaffnage
9350,2008.0,3.0,8.6,3.2,5.0,150.1,59.2,dunstaffnage
9351,2008.0,4.0,11.0,3.6,4.0,88.0,59.2,dunstaffnage
9352,2008.0,5.0,17.5,8.7,0.0,26.0,59.2,dunstaffnage
9353,2008.0,6.0,16.1,9.0,0.0,26.0,59.2,dunstaffnage
9354,2008.0,7.0,18.5,12.4,0.0,79.6,59.2,dunstaffnage
9355,2008.0,8.0,17.7,12.1,0.0,113.8,59.2,dunstaffnage
9356,2008.0,9.0,15.6,10.1,0.0,109.2,59.2,dunstaffnage
9357,2008.0,10.0,12.1,6.5,1.0,217.23783432367514,59.2,dunstaffnage
9358,2008.0,11.0,9.5,4.7,1.0,152.6,59.2,dunstaffnage
9359,2008.0,12.0,7.2,1.5,13.0,166.8,59.2,dunstaffnage
9360,2009.0,1.0,7.3,2.2,5.0,198.0,59.2,dunstaffnage
9361,2009.0,2.0,7.2,2.7,9.0,65.2,59.2,dunstaffnage
9362,2009.0,3.0,9.5,3.6,3.0,155.8,59.2,dunstaffnage
9363,2009.0,4.0,13.2,6.4,0.0,110.6,59.2,dunstaffnage
9364,2009.0,5.0,14.5,7.2,0.0,174.6,59.2,dunstaffnage
9365,2009.0,6.0,18.2,9.7,0.0,71.8,59.2,dunstaffnage
9367,2009.0,7.0,18.5,11.9,0.0,124.2,59.2,dunstaffnage
9368,2009.0,8.0,17.4,12.1,0.0,217.23783432367514,59.2,dunstaffnage
9369,2009.0,9.0,15.9,10.8,0.0,121.6,59.2,dunstaffnage
9370,2009.0,10.0,13.6,8.4,0.0,166.0,59.2,dunstaffnage
9371,2009.0,11.0,10.0,5.1,2.0,217.23783432367514,59.2,dunstaffnage
9372,2009.0,12.0,5.5,0.2,16.0,58.8,59.2,dunstaffnage
9373,2010.0,1.0,5.3,-0.1,15.0,64.4,59.2,dunstaffnage
9374,2010.0,2.0,5.7,-0.5,15.0,44.8,59.2,dunstaffnage
9375,2010.0,3.0,9.1,2.4,9.0,68.4,59.2,dunstaffnage
9376,2010.0,4.0,12.3,4.5,2.0,109.0,59.2,dunstaffnage
9377,2010.0,5.0,14.2,6.0,1.0,43.0,59.2,dunstaffnage
9378,2010.0,6.0,18.4,10.4,0.0,29.8,59.2,dunstaffnage
9379,2010.0,7.0,17.2,11.8,0.0,177.2,59.2,dunstaffnage
9380,2010.0,8.0,17.1,10.4,0.0,118.0,59.2,dunstaffnage
9381,2010.0,9.0,16.3,10.1,0.0,125.8,59.2,dunstaffnage
9382,2010.0,10.0,13.5,7.3,1.0,164.6,59.2,dunstaffnage
9383,2010.0,11.0,7.9,2.2,9.0,125.0,59.2,dunstaffnage
9384,2010.0,12.0,4.2,-2.1,20.0,33.8,59.2,dunstaffnage
9385,2011.0,1.0,6.6,1.6,9.0,164.6,59.2,dunstaffnage
9386,2011.0,2.0,8.1,3.0,3.0,212.4,59.2,dunstaffnage
9387,2011.0,3.0,9.4,3.4,2.0,90.0,59.2,dunstaffnage
9388,2011.0,4.0,14.5,6.8,0.0,106.0,59.2,dunstaffnage
9389,2011.0,5.0,13.7,8.0,0.0,217.23783432367514,59.2,dunstaffnage
9390,2011.0,6.0,15.4,8.7,0.0,84.8,59.2,dunstaffnage
9391,2011.0,7.0,18.5,10.4,0.0,85.0,59.2,dunstaffnage
9392,2011.0,8.0,16.6,10.6,0.0,149.6,59.2,dunstaffnage
9393,2011.0,9.0,16.1,10.8,0.0,217.23783432367514,59.2,dunstaffnage
9394,2011.0,10.0,13.5,9.2,0.0,217.23783432367514,59.2,dunstaffnage
9395,2011.0,11.0,12.4,7.2,0.0,217.23783432367514,59.2,dunstaffnage
9396,2011.0,12.0,8.1,2.7,3.0,217.23783432367514,59.2,dunstaffnage
9397,2012.0,1.0,7.7,3.1,1.0,203.6,59.2,dunstaffnage
9398,2012.0,2.0,8.3,4.4,2.0,171.4,59.2,dunstaffnage
9399,2012.0,3.0,11.7,5.6,1.0,73.4,59.2,dunstaffnage
9400,2012.0,4.0,11.1,2.9,5.0,59.8,59.2,dunstaffnage
9401,2012.0,5.0,15.8,6.5,2.0,96.4,59.2,dunstaffnage
9402,2012.0,6.0,16.3,9.1,0.0,117.2,59.2,dunstaffnage
9403,2012.0,7.0,17.5,10.7,0.0,107.8,59.2,dunstaffnage
9404,2012.0,8.0,18.8,11.5,0.0,112.2,59.2,dunstaffnage
9405,2012.0,9.0,14.5,9.5,0.0,142.0,59.2,dunstaffnage
9406,2012.0,10.0,11.6,4.6,3.0,180.8,59.2,dunstaffnage
9407,2012.0,11.0,9.1,4.1,4.0,217.0,59.2,dunstaffnage
9408,2012.0,12.0,7.4,2.4,8.0,207.5,59.2,dunstaffnage
9409,2013.0,1.0,7.1,3.5,0.0,201.2,59.2,dunstaffnage
9410,2013.0,2.0,7.4,1.5,8.0,70.6,59.2,dunstaffnage
9411,2013.0,3.0,6.7,1.2,8.0,22.6,59.2,dunstaffnage
9412,2013.0,4.0,10.0,3.2,6.0,119.0,59.2,dunstaffnage
9413,2013.0,5.0,13.5,6.5,0.0,123.8,59.2,dunstaffnage
9414,2013.0,6.0,16.6,9.1,0.0,53.8,59.2,dunstaffnage
9415,2013.0,7.0,20.3,12.0,0.0,55.8,59.2,dunstaffnage
9416,2013.0,8.0,17.7,11.8,0.0,125.6,59.2,dunstaffnage
9417,2013.0,9.0,15.9,9.9,0.0,129.4,59.2,dunstaffnage
9418,2013.0,10.0,13.9,8.8,0.0,201.4,59.2,dunstaffnage
9419,2013.0,11.0,9.1,3.3,4.0,173.4,59.2,dunstaffnage
9420,2013.0,12.0,9.5,5.2,0.0,217.23783432367514,59.2,dunstaffnage
9421,2014.0,1.0,7.4,3.6,0.0,217.1,59.2,dunstaffnage
9422,2014.0,2.0,8.0,3.6,0.0,217.23783432367514,59.2,dunstaffnage
9423,2014.0,3.0,9.7,4.6,2.0,167.0,59.2,dunstaffnage
9424,2014.0,4.0,13.3,6.6,0.0,105.4,59.2,dunstaffnage
9425,2014.0,5.0,15.0,8.2,0.0,159.8,59.2,dunstaffnage
