,year,month,tmax,tmin,af,rain,sun,station
0,1941.0,1.0,5.8,2.1,2.0,74.7,58.0,aberporth
1,1941.0,2.0,5.8,2.1,2.0,69.1,58.0,aberporth
2,1941.0,3.0,5.8,2.1,2.0,76.2,58.0,aberporth
3,1941.0,4.0,5.8,2.1,2.0,33.7,58.0,aberporth
4,1941.0,5.0,5.8,2.1,2.0,51.3,58.0,aberporth
5,1941.0,6.0,5.8,2.1,2.0,25.7,58.0,aberporth
6,1941.0,7.0,5.8,2.1,2.0,53.9,58.0,aberporth
7,1941.0,8.0,5.8,2.1,2.0,91.8,58.0,aberporth
8,1941.0,9.0,5.8,2.1,2.0,25.5,58.0,aberporth
9,1941.0,10.0,5.8,2.1,2.0,106.2,58.0,aberporth
10,1941.0,11.0,5.8,2.1,2.0,92.3,58.0,aberporth
11,1941.0,12.0,5.8,2.1,2.0,86.5,58.0,aberporth
12,1942.0,1.0,5.8,2.1,2.0,114.0,58.0,aberporth
13,1942.0,2.0,4.2,-0.6,2.0,13.8,80.3,aberporth
14,1942.0,3.0,9.7,3.7,2.0,58.0,117.9,aberporth
15,1942.0,4.0,13.1,5.3,2.0,42.5,200.1,aberporth
16,1942.0,5.0,14.0,6.9,2.0,101.1,215.1,aberporth
17,1942.0,6.0,16.2,9.9,2.0,2.3,269.3,aberporth
18,1942.0,7.0,17.4,11.3,2.0,70.2,185.0,aberporth
19,1942.0,8.0,18.7,12.3,2.0,78.5,141.9,aberporth
20,1942.0,9.0,16.4,10.7,2.0,146.8,129.1,aberporth
21,1942.0,10.0,13.1,8.2,2.0,131.1,82.1,aberporth
22,1942.0,11.0,9.2,4.6,2.0,19.8,62.9,aberporth
23,1942.0,12.0,9.6,6.2,2.0,183.9,31.4,aberporth
24,1943.0,1.0,8.2,3.5,2.0,176.7,41.4,aberporth
25,1943.0,2.0,8.9,4.6,2.0,65.4,68.6,aberporth
26,1943.0,3.0,10.2,4.1,2.0,21.0,156.2,aberporth
27,1943.0,4.0,13.0,6.8,2.0,39.4,178.3,aberporth
28,1943.0,5.0,14.1,7.4,2.0,83.5,233.3,aberporth
29,1943.0,6.0,15.9,9.8,2.0,58.7,223.8,aberporth
30,1943.0,7.0,18.6,11.7,2.0,57.3,240.5,aberporth
31,1943.0,8.0,18.1,12.0,2.0,86.5,148.0,aberporth
32,1943.0,9.0,15.8,10.0,2.0,127.1,110.6,aberporth
33,1943.0,10.0,13.6,8.3,2.0,120.3,93.7,aberporth
34,1943.0,11.0,9.7,5.9,2.0,93.0,47.4,aberporth
35,1943.0,12.0,6.9,2.7,2.0,63.6,75.3,aberporth
36,1944.0,1.0,9.2,5.8,2.0,87.9,23.7,aberporth
37,1944.0,2.0,6.5,3.1,2.0,34.0,72.5,aberporth
38,1944.0,3.0,8.6,3.1,2.0,17.0,153.2,aberporth
39,1944.0,4.0,12.7,6.6,2.0,44.9,157.1,aberporth
40,1944.0,5.0,13.8,7.0,2.0,37.2,242.3,aberporth
41,1944.0,6.0,15.4,9.9,2.0,53.2,182.2,aberporth
42,1944.0,7.0,18.2,12.6,2.0,54.5,112.7,aberporth
43,1944.0,8.0,19.7,12.8,2.0,100.2,220.9,aberporth
44,1944.0,9.0,15.7,10.3,2.0,80.7,132.7,aberporth
45,1944.0,10.0,12.1,7.8,2.0,131.9,91.0,aberporth
46,1944.0,11.0,9.5,5.8,2.0,156.2,28.9,aberporth
47,1944.0,12.0,7.7,4.3,2.0,71.9,58.5,aberporth
48,1945.0,1.0,4.5,1.3,2.0,58.8,58.1,aberporth
49,1945.0,2.0,9.6,5.1,2.0,110.7,80.4,aberporth
50,1945.0,3.0,10.4,5.2,2.0,34.3,124.1,aberporth
51,1945.0,4.0,13.3,6.6,2.0,55.1,205.1,aberporth
52,1945.0,5.0,14.3,8.3,2.0,82.8,166.3,aberporth
53,1945.0,6.0,16.5,10.2,2.0,68.5,193.7,aberporth
54,1945.0,7.0,17.4,12.2,2.0,130.6,130.0,aberporth
55,1945.0,8.0,18.1,11.9,2.0,41.9,164.2,aberporth
56,1945.0,9.0,17.1,11.3,2.0,61.2,101.0,aberporth
57,1945.0,10.0,15.2,9.1,2.0,66.9,117.5,aberporth
58,1945.0,11.0,10.7,5.6,2.0,34.7,78.4,aberporth
59,1945.0,12.0,8.9,5.1,2.0,116.2,36.1,aberporth
60,1946.0,1.0,6.9,2.2,2.0,138.0,67.6,aberporth
61,1946.0,2.0,8.2,4.9,2.0,78.6,53.0,aberporth
62,1946.0,3.0,8.7,2.6,2.0,28.9,146.9,aberporth
63,1946.0,4.0,12.8,6.3,2.0,30.9,192.2,aberporth
64,1946.0,5.0,14.1,6.7,2.0,59.3,236.5,aberporth
65,1946.0,6.0,14.6,8.8,2.0,79.4,197.5,aberporth
66,1946.0,7.0,17.1,11.2,2.0,62.6,186.8,aberporth
67,1946.0,8.0,16.3,11.0,2.0,121.6,159.9,aberporth
68,1946.0,9.0,16.3,11.3,2.0,103.1,105.7,aberporth
69,1946.0,10.0,16.3,8.2,2.0,40.9,106.8,aberporth
70,1946.0,11.0,16.3,7.6,2.0,152.3,47.8,aberporth
71,1946.0,12.0,7.2,3.1,2.0,106.6,56.7,aberporth
72,1947.0,1.0,5.8,1.4,2.0,122.9,78.0,aberporth
73,1947.0,2.0,5.8,-2.7,2.0,53.9,50.0,aberporth
74,1947.0,3.0,5.8,2.2,2.0,191.1,80.3,aberporth
75,1947.0,4.0,5.8,5.1,2.0,85.6,162.1,aberporth
76,1947.0,5.0,13.9,8.0,2.0,99.1,201.2,aberporth
77,1947.0,6.0,17.0,10.4,2.0,67.4,161.5,aberporth
78,1947.0,7.0,17.4,11.7,2.0,52.8,158.9,aberporth
79,1947.0,8.0,21.4,13.2,2.0,20.2,278.3,aberporth
80,1947.0,9.0,17.5,11.4,2.0,69.5,130.1,aberporth
81,1947.0,10.0,14.2,8.0,2.0,29.9,136.9,aberporth
82,1947.0,11.0,10.1,6.5,2.0,100.1,54.3,aberporth
83,1947.0,12.0,7.7,4.9,2.0,92.9,29.7,aberporth
84,1948.0,1.0,8.2,4.6,2.0,167.5,48.7,aberporth
85,1948.0,2.0,7.4,2.9,2.0,56.8,89.6,aberporth
86,1948.0,3.0,13.5,5.8,2.0,51.9,188.9,aberporth
87,1948.0,4.0,11.4,4.8,2.0,36.4,213.7,aberporth
88,1948.0,5.0,14.2,6.7,2.0,44.7,297.4988906620655,aberporth
89,1948.0,6.0,14.7,9.8,2.0,59.4,145.0,aberporth
90,1948.0,7.0,16.9,11.6,2.0,103.1,144.1,aberporth
91,1948.0,8.0,17.0,11.8,2.0,102.4,146.7,aberporth
92,1948.0,9.0,15.7,11.1,2.0,77.9,111.5,aberporth
93,1948.0,10.0,13.3,8.5,2.0,87.4,93.6,aberporth
94,1948.0,11.0,11.5,6.9,2.0,95.6,78.6,aberporth
95,1948.0,12.0,8.5,4.2,2.0,175.9,87.2,aberporth
96,1949.0,1.0,8.6,5.0,2.0,44.0,60.0,aberporth
97,1949.0,2.0,8.7,4.4,2.0,36.6,105.0,aberporth
98,1949.0,3.0,8.7,3.3,2.0,44.4,158.8,aberporth
99,1949.0,4.0,8.7,6.7,2.0,74.8,161.9,aberporth
100,1949.0,5.0,13.4,6.6,2.0,67.9,247.2,aberporth
101,1949.0,6.0,17.4,11.3,2.0,24.6,286.1,aberporth
102,1949.0,7.0,19.9,12.5,2.0,45.0,267.5,aberporth
103,1949.0,8.0,19.0,12.8,2.0,59.1,202.3,aberporth
104,1949.0,9.0,19.5,12.5,2.0,28.3,188.4,aberporth
105,1949.0,10.0,15.2,9.9,2.0,181.1,83.8,aberporth
106,1949.0,11.0,10.2,6.1,2.0,147.6,63.8,aberporth
107,1949.0,12.0,8.7,5.4,2.0,115.3,40.1,aberporth
108,1950.0,1.0,7.3,3.2,2.0,29.9,66.6,aberporth
109,1950.0,2.0,8.3,3.9,2.0,176.7,50.2,aberporth
110,1950.0,3.0,10.8,4.8,2.0,57.5,147.7,aberporth
111,1950.0,4.0,10.3,5.3,2.0,84.9,137.8,aberporth
112,1950.0,5.0,14.7,7.6,2.0,60.5,243.0,aberporth
113,1950.0,6.0,17.9,11.2,2.0,40.3,249.5,aberporth
114,1950.0,7.0,17.9,12.0,2.0,63.4,190.2,aberporth
115,1950.0,8.0,17.4,11.5,2.0,158.2,165.8,aberporth
116,1950.0,9.0,15.3,10.7,2.0,208.8,100.7,aberporth
117,1950.0,10.0,12.9,8.0,2.0,91.9,108.1,aberporth
118,1950.0,11.0,9.1,4.8,2.0,170.3,69.5,aberporth
119,1950.0,12.0,4.7,1.7,2.0,119.5,33.3,aberporth
120,1951.0,1.0,6.7,3.2,2.0,89.3,49.7,aberporth
121,1951.0,2.0,6.4,2.0,2.0,92.9,92.8,aberporth
122,1951.0,3.0,6.9,2.2,2.0,112.6,87.9,aberporth
123,1951.0,4.0,9.6,3.7,2.0,77.1,196.6,aberporth
124,1951.0,5.0,12.5,6.3,2.0,65.7,188.7,aberporth
125,1951.0,6.0,16.3,9.4,2.0,27.1,246.3,aberporth
126,1951.0,7.0,18.3,11.8,2.0,78.0,227.3,aberporth
127,1951.0,8.0,16.9,11.3,2.0,136.5,154.0,aberporth
128,1951.0,9.0,16.4,11.8,2.0,112.1,78.3,aberporth
129,1951.0,10.0,13.6,8.1,2.0,35.3,132.8,aberporth
130,1951.0,11.0,11.0,7.2,2.0,168.8,59.1,aberporth
131,1951.0,12.0,8.7,5.4,2.0,141.6,51.8,aberporth
132,1952.0,1.0,6.2,2.8,2.0,122.6,63.8,aberporth
133,1952.0,2.0,6.9,2.2,2.0,36.3,89.2,aberporth
134,1952.0,3.0,9.4,4.7,2.0,49.1,112.7,aberporth
135,1952.0,4.0,12.3,5.6,2.0,80.6,146.6,aberporth
136,1952.0,5.0,15.2,8.9,2.0,112.7,203.6,aberporth
137,1952.0,6.0,15.8,9.9,2.0,87.0,202.4,aberporth
138,1952.0,7.0,18.6,12.4,2.0,49.1,170.5,aberporth
139,1952.0,8.0,17.9,12.1,2.0,121.5,176.3,aberporth
140,1952.0,9.0,14.2,8.8,2.0,113.1,147.3,aberporth
141,1952.0,10.0,12.5,8.0,2.0,115.7,116.9,aberporth
142,1952.0,11.0,7.8,4.3,2.0,93.0,64.9,aberporth
143,1952.0,12.0,6.9,3.1,2.0,96.1,56.4,aberporth
144,1953.0,1.0,6.8,2.9,2.0,43.1,56.2,aberporth
145,1953.0,2.0,7.4,2.8,2.0,46.6,55.1,aberporth
146,1953.0,3.0,9.8,2.4,2.0,60.0,165.9,aberporth
147,1953.0,4.0,10.2,4.0,2.0,66.8,213.4,aberporth
148,1953.0,5.0,15.2,8.6,2.0,55.1,228.8,aberporth
149,1953.0,6.0,15.7,9.6,2.0,58.7,221.6,aberporth
150,1953.0,7.0,17.2,11.7,2.0,60.5,217.1,aberporth
151,1953.0,8.0,18.3,12.2,2.0,83.5,201.8,aberporth
152,1953.0,9.0,16.2,11.2,2.0,110.3,148.7,aberporth
153,1953.0,10.0,13.6,7.8,2.0,82.0,126.9,aberporth
154,1953.0,11.0,11.2,7.4,2.0,126.5,63.3,aberporth
155,1953.0,12.0,10.1,7.0,2.0,42.6,48.6,aberporth
156,1954.0,1.0,6.3,2.9,2.0,78.6,69.3,aberporth
157,1954.0,2.0,6.4,1.5,2.0,72.8,93.0,aberporth
158,1954.0,3.0,9.1,3.8,2.0,83.2,134.8,aberporth
159,1954.0,4.0,11.3,4.2,2.0,21.7,237.0,aberporth
160,1954.0,5.0,13.3,7.6,2.0,83.4,160.7,aberporth
161,1954.0,6.0,15.3,9.7,2.0,86.2,181.9,aberporth
162,1954.0,7.0,15.8,11.1,2.0,64.2,126.3,aberporth
163,1954.0,8.0,16.1,11.2,2.0,83.4,149.7,aberporth
164,1954.0,9.0,15.3,10.2,2.0,90.1,171.7,aberporth
165,1954.0,10.0,14.1,10.3,2.0,189.1,55.0,aberporth
166,1954.0,11.0,10.4,5.9,2.0,217.23783432367514,58.4,aberporth
167,1954.0,12.0,9.2,6.2,2.0,102.2,42.5,aberporth
168,1955.0,1.0,6.1,2.4,2.0,70.2,46.7,aberporth
169,1955.0,2.0,4.6,0.2,2.0,48.6,88.1,aberporth
170,1955.0,3.0,6.9,0.5,2.0,83.5,195.8,aberporth
171,1955.0,4.0,11.9,5.4,2.0,59.9,186.3,aberporth
172,1955.0,5.0,12.6,6.9,2.0,70.1,207.6,aberporth
173,1955.0,6.0,16.5,10.9,2.0,94.1,189.3,aberporth
174,1955.0,7.0,19.2,11.6,2.0,14.7,297.4988906620655,aberporth
175,1955.0,8.0,21.3,14.0,2.0,29.9,240.6,aberporth
176,1955.0,9.0,17.2,11.6,2.0,58.9,170.6,aberporth
177,1955.0,10.0,12.9,8.0,2.0,72.0,122.4,aberporth
178,1955.0,11.0,10.3,5.2,2.0,55.7,94.2,aberporth
179,1955.0,12.0,9.1,5.6,2.0,130.2,35.7,aberporth
180,1956.0,1.0,7.1,3.6,2.0,102.0,52.3,aberporth
181,1956.0,2.0,3.4,-1.8,2.0,18.9,113.4,aberporth
182,1956.0,3.0,10.6,3.9,2.0,33.4,189.4,aberporth
183,1956.0,4.0,10.6,3.8,2.0,24.2,179.9,aberporth
184,1956.0,5.0,14.5,7.7,2.0,25.7,262.5,aberporth
185,1956.0,6.0,15.0,9.3,2.0,56.6,216.8,aberporth
186,1956.0,7.0,17.6,12.0,2.0,82.8,193.8,aberporth
187,1956.0,8.0,15.7,10.7,2.0,103.2,181.7,aberporth
188,1956.0,9.0,16.9,11.9,2.0,107.8,93.4,aberporth
189,1956.0,10.0,12.7,8.2,2.0,42.8,113.4,aberporth
190,1956.0,11.0,9.1,6.0,2.0,66.0,48.8,aberporth
191,1956.0,12.0,8.5,5.4,2.0,114.6,33.8,aberporth
192,1957.0,1.0,8.6,3.9,2.0,80.6,55.6,aberporth
193,1957.0,2.0,8.5,3.2,2.0,85.1,105.2,aberporth
194,1957.0,3.0,12.2,7.4,0.0,83.1,98.3,aberporth
195,1957.0,4.0,11.3,6.2,0.0,7.4,181.1,aberporth
196,1957.0,5.0,13.6,7.4,0.0,54.1,268.7,aberporth
197,1957.0,6.0,18.2,10.6,0.0,48.5,297.4988906620655,aberporth
198,1957.0,7.0,17.7,12.7,0.0,123.2,142.8,aberporth
199,1957.0,8.0,17.7,12.5,0.0,52.3,153.4,aberporth
200,1957.0,9.0,15.3,11.1,0.0,187.7,108.3,aberporth
201,1957.0,10.0,13.8,9.3,0.0,101.2,77.4,aberporth
202,1957.0,11.0,9.2,5.1,1.0,59.0,63.0,aberporth
203,1957.0,12.0,8.4,3.3,3.0,76.5,66.7,aberporth
204,1958.0,1.0,7.7,3.2,7.0,100.2,50.9,aberporth
205,1958.0,2.0,8.4,3.7,2.0,100.7,57.3,aberporth
206,1958.0,3.0,7.6,1.7,8.0,21.1,128.8,aberporth
207,1958.0,4.0,10.6,4.6,4.0,17.8,169.0,aberporth
208,1958.0,5.0,13.4,7.8,0.0,95.3,190.8,aberporth
209,1958.0,6.0,16.0,10.0,0.0,86.9,203.3,aberporth
210,1958.0,7.0,17.1,11.7,0.0,113.7,161.5,aberporth
211,1958.0,8.0,17.2,12.7,0.0,108.0,122.2,aberporth
212,1958.0,9.0,17.6,12.1,0.0,184.5,141.5,aberporth
213,1958.0,10.0,13.1,9.0,0.0,94.5,80.5,aberporth
214,1958.0,11.0,10.4,5.8,0.0,73.6,52.9,aberporth
215,1958.0,12.0,8.3,3.8,1.0,82.8,47.1,aberporth
216,1959.0,1.0,6.4,2.1,5.0,118.0,72.1,aberporth
217,1959.0,2.0,8.8,2.9,6.0,10.8,94.5,aberporth
218,1959.0,3.0,10.1,5.2,0.0,94.1,113.1,aberporth
219,1959.0,4.0,11.5,6.4,0.0,84.0,155.6,aberporth
220,1959.0,5.0,15.5,8.9,0.0,46.2,255.1,aberporth
221,1959.0,6.0,17.3,10.9,0.0,34.9,284.4,aberporth
222,1959.0,7.0,19.1,12.7,0.0,55.5,243.8,aberporth
223,1959.0,8.0,19.1,13.0,0.0,17.2,214.7,aberporth
224,1959.0,9.0,19.6,11.5,0.0,8.9,217.4,aberporth
225,1959.0,10.0,16.2,10.8,0.0,157.4,114.1,aberporth
226,1959.0,11.0,10.5,6.6,0.0,217.23783432367514,46.9,aberporth
227,1959.0,12.0,9.1,4.9,0.0,148.9,35.4,aberporth
228,1960.0,1.0,7.9,3.4,4.0,131.0,58.7,aberporth
229,1960.0,2.0,7.1,2.3,5.0,112.5,75.5,aberporth
230,1960.0,3.0,10.0,4.2,0.0,58.3,110.8,aberporth
231,1960.0,4.0,10.9,5.6,0.0,92.1,187.7,aberporth
232,1960.0,5.0,15.5,9.2,0.0,46.9,199.2,aberporth
233,1960.0,6.0,18.0,11.6,0.0,43.4,245.7,aberporth
234,1960.0,7.0,17.0,11.9,0.0,89.4,165.0,aberporth
235,1960.0,8.0,17.0,12.0,0.0,98.5,169.9,aberporth
236,1960.0,9.0,15.7,10.6,0.0,138.4,135.2,aberporth
237,1960.0,10.0,13.0,8.4,0.0,150.8,73.9,aberporth
238,1960.0,11.0,10.3,5.8,0.0,204.7,49.3,aberporth
239,1960.0,12.0,7.3,2.8,6.0,126.1,66.7,aberporth
240,1961.0,1.0,7.2,2.3,7.0,117.5,37.5,aberporth
241,1961.0,2.0,9.5,5.6,0.0,72.2,51.9,aberporth
242,1961.0,3.0,11.0,5.7,0.0,14.6,118.3,aberporth
243,1961.0,4.0,12.4,6.7,0.0,120.1,123.1,aberporth
244,1961.0,5.0,13.8,7.7,0.0,40.0,244.5,aberporth
245,1961.0,6.0,16.7,10.2,0.0,33.2,230.3,aberporth
246,1961.0,7.0,16.9,11.6,0.0,50.3,185.8,aberporth
247,1961.0,8.0,17.6,12.1,0.0,100.1,170.2,aberporth
248,1961.0,9.0,17.7,11.9,0.0,112.9,136.6,aberporth
249,1961.0,10.0,13.4,8.5,0.0,173.8,83.3,aberporth
250,1961.0,11.0,9.5,5.1,0.0,63.5,59.6,aberporth
251,1961.0,12.0,6.5,1.7,15.0,73.2,87.8,aberporth
252,1962.0,1.0,7.8,2.8,4.0,113.3,59.5,aberporth
253,1962.0,2.0,7.4,3.2,5.0,28.9,58.3,aberporth
254,1962.0,3.0,6.4,0.5,14.0,37.6,140.2,aberporth
255,1962.0,4.0,10.3,4.4,1.0,73.4,182.6,aberporth
256,1962.0,5.0,12.1,7.3,0.0,52.3,176.0,aberporth
257,1962.0,6.0,16.0,9.3,0.0,39.0,242.2,aberporth
258,1962.0,7.0,17.0,11.4,0.0,53.8,149.0,aberporth
259,1962.0,8.0,16.2,11.5,0.0,96.5,153.7,aberporth
260,1962.0,9.0,15.0,10.4,0.0,130.8,102.1,aberporth
261,1962.0,10.0,13.9,8.2,0.0,44.0,126.5,aberporth
262,1962.0,11.0,8.9,4.6,0.0,72.3,43.9,aberporth
263,1962.0,12.0,6.4,1.8,9.0,69.2,64.3,aberporth
264,1963.0,1.0,1.3,-3.5,20.0,17.3,98.5,aberporth
265,1963.0,2.0,3.3,-1.9,20.0,27.1,100.5,aberporth
266,1963.0,3.0,8.9,3.9,2.0,109.9,106.4,aberporth
267,1963.0,4.0,10.9,5.4,0.0,87.6,134.2,aberporth
268,1963.0,5.0,12.6,7.1,0.0,52.8,183.5,aberporth
269,1963.0,6.0,16.9,10.7,0.0,85.3,195.6,aberporth
270,1963.0,7.0,17.3,11.4,0.0,36.3,153.1,aberporth
271,1963.0,8.0,16.3,11.5,0.0,62.9,124.5,aberporth
272,1963.0,9.0,15.8,10.3,0.0,50.3,133.7,aberporth
273,1963.0,10.0,13.8,9.0,0.0,54.7,70.8,aberporth
274,1963.0,11.0,11.1,6.9,0.0,187.9,60.1,aberporth
275,1963.0,12.0,6.2,1.2,12.0,24.1,80.4,aberporth
276,1964.0,1.0,6.9,2.5,6.0,20.2,40.1,aberporth
277,1964.0,2.0,7.3,2.9,6.0,20.2,76.5,aberporth
278,1964.0,3.0,7.9,2.8,4.0,55.1,108.5,aberporth
279,1964.0,4.0,11.0,5.6,0.0,53.2,131.4,aberporth
280,1964.0,5.0,15.3,9.2,0.0,55.3,188.2,aberporth
281,1964.0,6.0,15.6,10.3,0.0,48.8,142.2,aberporth
282,1964.0,7.0,17.2,12.2,0.0,53.4,158.1,aberporth
283,1964.0,8.0,17.7,12.0,0.0,45.7,195.8,aberporth
284,1964.0,9.0,17.3,11.1,0.0,34.1,154.4,aberporth
285,1964.0,10.0,12.8,7.4,0.0,90.4,117.6,aberporth
286,1964.0,11.0,11.0,6.2,1.0,60.2,72.3,aberporth
287,1964.0,12.0,7.8,2.4,5.0,144.3,49.1,aberporth
288,1965.0,1.0,6.8,2.5,9.0,110.7,77.0,aberporth
289,1965.0,2.0,5.6,1.4,8.0,13.0,57.1,aberporth
290,1965.0,3.0,9.2,3.2,6.0,75.0,136.6,aberporth
291,1965.0,4.0,11.0,5.2,0.0,52.6,188.9,aberporth
292,1965.0,5.0,14.2,8.2,0.0,34.2,179.6,aberporth
293,1965.0,6.0,15.8,9.9,0.0,83.2,204.7,aberporth
294,1965.0,7.0,16.1,10.9,0.0,52.2,162.2,aberporth
295,1965.0,8.0,17.7,12.0,0.0,37.5,189.1,aberporth
296,1965.0,9.0,14.5,9.5,0.0,110.8,114.3,aberporth
297,1965.0,10.0,15.1,8.8,0.0,35.6,156.9,aberporth
298,1965.0,11.0,8.1,3.6,6.0,110.8,85.5,aberporth
299,1965.0,12.0,8.8,4.2,3.0,186.1,53.9,aberporth
300,1966.0,1.0,6.0,2.2,11.0,54.7,44.3,aberporth
301,1966.0,2.0,8.3,4.2,3.0,120.4,45.4,aberporth
302,1966.0,3.0,9.3,4.8,0.0,23.9,112.5,aberporth
303,1966.0,4.0,10.7,5.1,2.0,107.9,113.7,aberporth
304,1966.0,5.0,13.8,7.3,0.0,62.8,242.0,aberporth
305,1966.0,6.0,16.8,11.2,0.0,79.3,165.4,aberporth
306,1966.0,7.0,16.3,11.8,0.0,83.7,190.1,aberporth
307,1966.0,8.0,17.0,11.1,0.0,54.1,187.1,aberporth
308,1966.0,9.0,17.0,11.1,0.0,46.3,177.0,aberporth
309,1966.0,10.0,13.1,8.0,0.0,155.9,110.9,aberporth
310,1966.0,11.0,8.5,4.7,0.0,75.3,39.4,aberporth
311,1966.0,12.0,8.9,4.9,0.0,102.3,34.0,aberporth
312,1967.0,1.0,7.4,3.4,3.0,78.3,48.7,aberporth
313,1967.0,2.0,8.1,3.3,2.0,90.5,96.1,aberporth
314,1967.0,3.0,9.1,4.6,0.0,36.7,149.4,aberporth
315,1967.0,4.0,9.8,5.1,1.0,19.6,137.4,aberporth
316,1967.0,5.0,12.0,6.7,0.0,110.3,170.4,aberporth
317,1967.0,6.0,16.3,10.1,0.0,32.1,246.0,aberporth
318,1967.0,7.0,18.2,11.9,0.0,92.8,168.9,aberporth
319,1967.0,8.0,17.5,11.9,0.0,52.1,158.6,aberporth
320,1967.0,9.0,15.5,10.8,0.0,149.3,148.3,aberporth
321,1967.0,10.0,12.9,8.5,0.0,173.8,66.9,aberporth
322,1967.0,11.0,9.2,3.9,1.0,64.7,77.1,aberporth
323,1967.0,12.0,8.1,4.2,5.0,65.4,37.5,aberporth
324,1968.0,1.0,7.8,3.1,6.0,89.8,28.9,aberporth
325,1968.0,2.0,5.5,0.2,12.0,29.9,113.2,aberporth
326,1968.0,3.0,8.6,3.6,3.0,49.2,130.2,aberporth
327,1968.0,4.0,10.8,4.2,3.0,90.4,189.6,aberporth
328,1968.0,5.0,12.0,6.4,0.0,47.5,173.8,aberporth
329,1968.0,6.0,16.4,10.3,0.0,69.9,223.5,aberporth
330,1968.0,7.0,16.8,11.3,0.0,56.8,228.4,aberporth
331,1968.0,8.0,18.0,12.6,0.0,39.6,196.9,aberporth
332,1968.0,9.0,15.8,10.9,0.0,90.6,107.1,aberporth
333,1968.0,10.0,14.7,10.8,0.0,93.8,58.9,aberporth
334,1968.0,11.0,9.4,5.2,3.0,65.6,52.8,aberporth
335,1968.0,12.0,6.7,2.4,5.0,86.3,44.6,aberporth
336,1969.0,1.0,7.9,4.1,2.0,107.2,34.6,aberporth
337,1969.0,2.0,4.5,0.1,13.0,46.2,63.1,aberporth
338,1969.0,3.0,7.5,2.0,5.0,48.8,123.5,aberporth
339,1969.0,4.0,10.5,4.5,0.0,47.3,205.2,aberporth
340,1969.0,5.0,13.1,7.5,0.0,94.8,160.8,aberporth
341,1969.0,6.0,16.2,9.6,0.0,45.8,278.7,aberporth
342,1969.0,7.0,18.5,12.1,0.0,29.5,193.4,aberporth
343,1969.0,8.0,17.2,12.5,0.0,78.6,138.1,aberporth
344,1969.0,9.0,16.1,11.4,0.0,25.8,78.9,aberporth
345,1969.0,10.0,16.1,10.8,0.0,30.3,114.5,aberporth
346,1969.0,11.0,9.0,4.2,2.0,146.4,45.9,aberporth
347,1969.0,12.0,6.8,2.4,8.0,99.6,41.2,aberporth
348,1970.0,1.0,7.5,3.1,7.0,97.5,40.2,aberporth
349,1970.0,2.0,6.2,1.9,7.0,79.2,96.2,aberporth
350,1970.0,3.0,6.6,2.0,8.0,76.1,101.2,aberporth
351,1970.0,4.0,8.8,4.2,2.0,67.0,135.2,aberporth
352,1970.0,5.0,14.5,8.5,0.0,28.1,148.9,aberporth
353,1970.0,6.0,18.5,11.5,0.0,47.3,206.5,aberporth
354,1970.0,7.0,16.6,11.3,0.0,57.4,150.3,aberporth
355,1970.0,8.0,17.8,12.3,0.0,42.6,151.8,aberporth
356,1970.0,9.0,16.8,11.5,0.0,49.4,120.4,aberporth
357,1970.0,10.0,13.3,8.6,0.0,108.3,75.4,aberporth
358,1970.0,11.0,10.8,6.4,0.0,181.4,41.7,aberporth
359,1970.0,12.0,7.5,3.3,6.0,42.9,69.4,aberporth
360,1971.0,1.0,7.7,3.5,4.0,106.9,36.7,aberporth
361,1971.0,2.0,7.4,2.7,4.0,31.7,57.4,aberporth
362,1971.0,3.0,7.5,3.1,5.0,62.8,84.0,aberporth
363,1971.0,4.0,10.7,4.7,0.0,59.4,139.0,aberporth
364,1971.0,5.0,14.2,7.5,0.0,44.7,260.9,aberporth
365,1971.0,6.0,14.7,9.1,0.0,116.9,159.9,aberporth
366,1971.0,7.0,18.4,12.3,0.0,61.4,254.3,aberporth
367,1971.0,8.0,17.2,12.5,0.0,136.4,124.9,aberporth
368,1971.0,9.0,18.2,11.2,0.0,42.3,162.5,aberporth
369,1971.0,10.0,14.9,9.1,0.0,80.0,128.5,aberporth
370,1971.0,11.0,10.2,5.2,2.0,89.5,58.8,aberporth
371,1971.0,12.0,9.0,5.3,2.0,48.5,43.0,aberporth
372,1972.0,1.0,6.8,2.8,3.0,102.0,48.1,aberporth
373,1972.0,2.0,7.0,2.7,1.0,88.4,54.9,aberporth
374,1972.0,3.0,9.1,3.8,2.0,61.1,127.9,aberporth
375,1972.0,4.0,10.2,5.6,0.0,75.5,164.5,aberporth
376,1972.0,5.0,12.0,6.9,0.0,65.2,178.9,aberporth
377,1972.0,6.0,12.9,7.7,0.0,128.5,152.5,aberporth
378,1972.0,7.0,17.0,11.7,0.0,67.7,182.0,aberporth
379,1972.0,8.0,16.5,11.2,0.0,32.1,202.1,aberporth
380,1972.0,9.0,15.2,9.0,0.0,40.6,198.0,aberporth
381,1972.0,10.0,13.9,8.5,0.0,54.8,101.1,aberporth
382,1972.0,11.0,9.6,5.6,1.0,91.7,63.7,aberporth
383,1972.0,12.0,9.2,4.7,0.0,103.4,40.1,aberporth
384,1973.0,1.0,7.4,3.5,5.0,45.2,40.1,aberporth
385,1973.0,2.0,7.1,3.2,4.0,45.8,54.0,aberporth
386,1973.0,3.0,9.1,3.5,0.0,36.0,150.5,aberporth
